"001103","12",35
"000030","12",35
"000024","12",30
"000033","12",35
"000001","12",35
"000356","12",35
"000037","12",35
"000041","12",35
"001093","12",35
"000999","12",35
"000481","12",30
"000192","12",35
"000072","12",35
"000082","12",35
"001103","12",35
"001098","12",35
"000126","12",35
"000085","12",35
"000525","12",35
"000474","12",35
"001038","12",35
"000101","12",35
"000901","12",35
"000116","12",35
"000119","12",35
"000967","12",35
"000930","12",35
"001190","12",35
"000138","12",35
"000532","12",35
"001086","12",35
"000148","12",35
"001159","12",35
"001059","12",35
"001156","12",35
"001183","12",35
"001112","12",35
"001109","12",35
"000955","12",35
"001171","12",35
"001154","12",35
"000980","12",35
"001118","12",35
"000201","12",35
"001108","12",35
"000211","12",35
"000881","12",30
"000223","12",35
"000332","12",35
"000252","12",35
"001101","12",35
"000303","12",35
"000253","12",35
"001104","12",35
"000087","12",35
"000099","12",35
"000284","12",35
"000972","12",35
"000189","12",35
"001106","12",35
"001095","12",35
"000217","12",35
"001089","12",35
"001088","12",35
"000253","12",35
"000277","12",35
"001103","5",50
"000030","5",50
"000024","5",51
"000033","5",50
"000001","5",50
"000356","5",49
"000037","5",50
"000041","5",50
"001093","5",50
"000999","5",50
"000481","5",48
"000192","5",50
"000072","5",50
"000082","5",50
"001103","5",50
"001098","5",50
"000126","5",48
"000085","5",50
"000525","5",50
"000474","5",50
"001038","5",50
"000101","5",50
"000901","5",50
"000116","5",50
"000119","5",50
"000967","5",50
"000930","5",50
"001190","5",50
"000138","5",50
"000532","5",50
"001086","5",50
"000148","5",50
"001159","5",50
"001059","5",50
"001156","5",50
"001183","5",50
"001112","5",50
"001109","5",50
"000955","5",50
"001171","5",50
"001154","5",50
"000980","5",50
"001118","5",50
"000201","5",50
"001108","5",50
"000286","5",46
"000211","5",49
"001090","5",45
"000881","5",40
"000223","5",50
"000332","5",50
"000252","5",50
"001101","5",52
"000303","5",50
"000253","5",50
"001104","5",49
"000087","5",50
"000099","5",50
"000284","5",50
"000972","5",50
"000189","5",50
"001106","5",50
"001095","5",50
"000217","5",50
"001089","5",50
"001088","5",50
"000253","5",50
"000277","5",50
"001103","6",59
"000030","6",59
"000024","6",57
"000033","6",59
"000001","6",59
"000356","6",57
"000037","6",61
"000041","6",59
"001093","6",59
"000999","6",59
"000481","6",55
"000192","6",59
"000072","6",59
"000082","6",59
"001103","6",59
"001098","6",59
"000126","6",57
"000085","6",59
"000525","6",59
"000474","6",59
"001038","6",64
"000101","6",59
"000901","6",59
"000116","6",59
"000119","6",59
"000967","6",59
"000930","6",61
"001190","6",59
"000138","6",59
"000532","6",63
"001086","6",59
"000148","6",59
"001159","6",59
"001059","6",59
"001156","6",59
"001183","6",59
"001112","6",59
"001109","6",59
"000955","6",59
"001171","6",59
"001154","6",59
"000980","6",59
"001118","6",59
"000201","6",61
"001108","6",61
"000286","6",57
"000211","6",57
"001090","6",55
"000881","6",55
"000223","6",65
"000332","6",61
"000252","6",63
"001101","6",65
"000303","6",59
"000253","6",59
"001104","6",57
"000087","6",59
"000099","6",59
"000284","6",59
"000972","6",59
"000189","6",59
"001106","6",59
"001095","6",59
"000217","6",59
"001089","6",59
"001088","6",59
"000253","6",61
"000277","6",59
"001103","1",60
"000030","1",60
"000024","1",60
"000033","1",60
"000001","1",60
"000356","1",60
"000037","1",60
"000041","1",60
"001093","1",60
"000999","1",60
"000481","1",59
"000192","1",60
"000072","1",60
"000082","1",60
"001103","1",60
"001098","1",58
"000126","1",57
"000085","1",60
"000525","1",60
"000474","1",60
"001038","1",60
"000101","1",60
"000901","1",60
"000116","1",60
"000119","1",60
"000967","1",60
"000930","1",60
"001190","1",60
"000138","1",60
"000532","1",60
"001086","1",60
"000148","1",60
"001159","1",60
"001059","1",60
"001156","1",60
"001183","1",60
"001112","1",60
"001109","1",60
"000955","1",60
"001171","1",60
"001154","1",60
"000980","1",60
"001118","1",60
"000201","1",60
"001108","1",60
"000286","1",57
"001090","1",55
"000881","1",50
"000223","1",60
"000332","1",60
"000252","1",60
"001101","1",60
"000303","1",60
"000253","1",60
"001104","1",57
"000087","1",60
"000099","1",60
"000284","1",60
"000972","1",60
"000189","1",60
"001106","1",60
"001095","1",60
"000217","1",60
"001089","1",60
"001088","1",60
"000253","1",60
"000277","1",60
