STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00496_01,2,7501573900320,SK1547
00131_04,20,7501573900535,SB1624
00712_05,3,7501573900443,SD1626
02671_01,1,8430308010258,535351
01494_03,2,7501573902782,LK1520
02786_01,1,300055501638,M81105
02788_01,10,7502216793934,15J042
01897_11,1,7503004908776,1604110
00030_02,15,7502240450230,150964
00802_01,6,7501098604116,PCLX
00833_01,20,7502009744570,161116
00038_01,8,7501089800664,15040055A
02930_01,10,7501109920655,FGL4301
02593_04,10,7501573902850,SC1617
00319_01,2,7501050611053,L046142
00694_01,15,7501300408204,508463
01494_03,8,7501573902782,LK1520
00191_01,3,7501299306468,L03002
03031_01,1,7501390917099,507263
00937_01,2,7501298234908,M55313
02557_02,5,7501033953354,59054NR
02770_06,5,7501493860001,VS01515
02663_01,10,7501573900023,SA1651
00700_01,10,780083140595,16140828
