ID,CANTIDAD,CB,LOTE,,
00218_01,2,7501825300373,610h,,
01855_02,8,7501258205733,151571,,
00757_02,3,7502216934269,4053,,
01135_01,10,7501298216409,N50135,,
02846_01,5,7503003134701,1508184,,
00534_01,10,7503004908714,1511887,,
01492_01,12,7501871720606,22130,,
01886_06,20,7501573905417,lb1606,,
,,,,,
