id,cantidad,codigo de barras,lote
00657_10,10,7501842900983,506033
01660_01,4,7501050613422,1501080
02808_01,13,7501109763436,15K130
00175_01,1,7501008465653,GU479HC
00802_01,10,7501098604116,PCGP
01454_02,5,7503001007199,t5492
00657_10,9,7501842900983,506033
00282_01,4,7502216798120,15C091
02608_01,30,7501836009661,15k049
01361_01,5,7501008497562,5g037
02762_04,50,7501349024885,n15t062
00789_01,5,7501130713158,4508051
00996_01,8,7501088617959,244574F
00996_01,6,7501088617959,244577F
01479_01,20,7501349018273,u15j053
00534_01,20,7503004908714,1511887
00208_01,5,7501050610674,1505051
00459_01,10,7501089809469,15030134
00674_10,10,7501672602934,308
00269_01,20,7501277060047,874D15B
00502_01,10,7501298234601,M52939
00847_01,2,7501559610908,em021a
00687_01,16,7501349011175,I15G959
01479_01,9,7501349018273,u15j053
01550_01,2,748499100190,18704
00502_01,5,7501298234601,M51845
