id,cantidad,codigo de barras,lote,
00628_08,10,7501349010321,N15U043,
00377_01,1,7501258205092,151831,
00165_01,10,7501094911126,k1119,
00376_01,18,7501825301561,086G,
02680_01,8,7502227870228,RFS068,
00886_01,36,7501287660312,1501161A,
01431_01,21,785120754759,4K2806,
