STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02427_01,5,7501201401557,F48661
02814_02,10,736085053876,4014882
02731_01,10,7501314702701,S5K583
02814_02,10,736085053876,4014882
00045_08,20,7502223112438,16GT19
00283_01,3,7502227870259,RRD123
02872_01,8,7501298204970,M62405
00022_14,5,7502211788331,R1605849
02698_01,15,7501109901616,AE7601
02193_01,2,7501033952784,66200MC
00833_01,6,7502009744570,161391
02569_01,3,7502227870150,RRL093
00022_14,3,7502211788331,R1605849
00884_04,20,7501277092314,1794H16
02786_01,1,300055501638,N54366
01450_05,10,7501573900337,SC1622
02872_01,1,7501298204970,M62405
02872_02,1,7501125101069,N16U051
02624_01,5,7613031892983,61770346AD
02905_01,1,7501108767893,N38763
