STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00880_01,2,7501088618109,246804F
01482_01,3,7501471853315,128229
00371_01,9,785118752866,6A165
00169_01,1,7502208891891,5080074
02689_01,10,7501088504532,P1266
02963_01,1,7501070903619,S1601054
00534_05,5,7501277060023,2769L15
02738_01,2,5034642032575,R748941
00434_01,2,7501303436501,XB30DN2A
00434_01,2,7501303436501,xb30d1hc
01431_03,4,7502009740664,161166
00545_01,1,7501573921264,SL1504
01488_01,5,7501043133548,1601300016
02635_01,3,7501287678034,1600111A
00437_01,2,7501672690177,0000334
