id,cantidad,codigo de barras,lote
00363_01,1,7501314702657,S4I050
02814_02,6,736085053876,4012583
00692_01,8,7501075719260,920094
02621_02,3,7502213041090,5D102
02621_02,6,7502213041090,5f151
02568_01,5,780083141578,15340595
00147_01,1,7501075717884,100034
00472_01,8,7501075713190,350165
02786_01,1,300055501638,J40882
02660_01,4,7502001162426,C15050726
01505_01,1,7502009740367,143119
00120_01,1,7501043110853,14L003
02679_01,20,7502227872246,RLV081
00373_02,1,7501349012943,N15M150
00910_01,8,7501326008402,1503958
02647_01,38,7501573900177,SC1547
00798_01,2,7501109904457,AA2243
01523_01,4,7501752514218,15063
03037_01,8,7501825302599,892G
02604_01,4,7501349021259,15M993
00284_01,6,300093644045,AA1014
00284_01,1,300093644045,AA5418
01897_04,2,7501125193026,U15J022
00119_01,1,7501043110778,14F002
