STOCK ID ,CANTIDAD,codigo de barras,Lote
00782_02,2,7501098606127,3000927F00
00494_01,1,750104972114,BG201402
00171_01,2,7501050623629,1506192
00871_01,4,7501043163057,1507600057
00871_01,6,7501043163057,1431100006
02230_01,7,7501088575396,AEG367
00782_02,2,7501098606127,3000927F00
00135_01,5,7502209290068,M109F01
