ID,CANTIDAD,CB,LOTE,,
00467_01,3,785118752347,5K2632,,
02967_01,3,7503007822635,EP52050,,
00256_01,2,7501871720767,98058,,
02657_01,6,7501258207584,160121,,
03022_01,1,7501050629201,1215399,,
01922_01,5,7501109904143,fdztw00,,
,,,,,
