STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00131_04,5,7501573900535,SE1624
00098_11,3,7502231320474,M1603009
01310_01,5,7503006698323,42391
02763_04,10,7501349028647,UI6Y024
02808_01,4,7501109763436,16D133
00700_01,4,780083140595,16142106
00256_01,1,7501871720767,98552
00230_04,15,780083144302,16140713
02568_01,2,780083141578,16341008
01889_01,4,7501644700040,15M618
00169_01,10,7502208891891,603415
00642_01,2,780083142827,16340793
00694_01,1,7501300408204,601036
00700_01,1,780083140595,16142106
02839_03,1,7501089800039,15060065
00976_06,2,7501842901010,6112010
02621_08,10,7502225092479,L16E0769
02682_04,2,7502216796331,1.6E+179
00527_01,1,7501088606403,15F16JA
00169_01,8,7502208891891,603415
02692_01,3,7502227870532,RVD007
00807_01,2,7501082212181,656168
02885_01,4,7501573900955,SF1607
02763_04,4,7501349028647,UI6Y024
