STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
01874_01,3,7501573903260,LG1604
02618_01,3,7502009741784,162693
00628_01,2,7502211784074,R1608253
02647_01,6,7501573900177,SI1606
00885_01,4,7501258205870,160764
02845_01,7,7502009743856,161887
02731_01,3,7501314702701,S5K583
00022_14,4,7502211788331,R1606059
00459_04,3,7501825300519,830j
02845_01,1,7502009743856,161887
00045_08,1,7502223112438,15KY42
00045_08,1,7502223112438,16GT19
02485_01,2,7501070615277,472FS099
01450_01,3,7501573900344,SC1623
