id,cantidad,codigo de barras,lote,
02953_01,16,7502257270036,11124788,
03014_01,6,7502005861028,145003,
00782_02,1,7501098606127,3000927F00,
01143_01,4,7501326002912,1503132,
02553_01,2,7501165006171,510827,
02692_01,4,7502227870532,RVD087,
00022_14,5,7502211788331,R1505049,
00022_01,5,7501075718799,430175,
