STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
01450_05,10,7501573900337,SK1528
01452_06,4,7502009740763,153254
02678_02,2,780083141455,15143464
00496_20,7,7502009742828,154539
01450_05,10,7501573900337,SK1528
01452_06,2,7502009740763,153251
02604_01,5,7501349021259,15J079
01452_06,1,7502009740763,153254
02769_05,4,7502216798373,15G050
00098_09,4,7503001007052,C5668
02697_01,3,736085904727,4013853
02815_01,5,7502009742149,152031
00128_04,8,7501349025073,115M675
00187_04,2,7501125159350,14N912
01431_03,1,7502009740664,154577
00115_01,1,3499320001335,4022069
,,,
01493_08,2,75042356,CP01614
02697_01,1,736085904727,4013853
01238_01,3,7501043111959,TJ0268
01238_01,3,7501043111959,TD0134
01006_01,2,4030571000389,555
02802_08,4,780083140762,15142103
