STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00836-07,6,7501277028924,1729H16
02678_12,3,7501573900108,SJ1624
01436_01,5,7501326001977,M027798
02711_01,5,7501298213569,M63767
00545_01,12,7501573921264,SH1621
00976_06,6,7501842901010,612019
00369_01,4,7501573900375,SD1610
02565_07,5,7501349021365,Q066363
02835_01,3,7502001162013,16051237
00810_01,5,7501871720675,78222
02668_01,3,785118752705,6D480
00175_01,1,7501008465653,GU623WC
02572_02,4,7502216796126,16H14B
02678_12,2,7501573900108,SJ1624
02586_01,1,7501088507878,AFC335
00371_01,4,785118752866,6D476
00337_01,2,7501033920356,64210MC
00700_01,3,780083140595,16143096
00208_01,8,7501050610674,M038036
01922_01,1,7501109904143,FJZSJ00
01079_01,1,7501314703111,S6B973
