STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00055_01,48,7502211780359,R1603685
0103_02,20,7501070612856,058CS074
00327_01,20,7501122963028,6C0072
01774_01,20,7501046427576,1609100004
00135_01,1,7502209290068,1500106
00679_01,20,7501108712213,L96798
01922_01,10,7501109904143,FJZS800
00641_01,8,7501089810205,15110050
