STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02844_01,6,7501573904212,SK1525
00886_01,5,7501287660312,1502251A
00093_02,4,7501573904151,SL1403
02811_01,3,7501559611387,KM050A
00261_01,2,300093116016,L10137
02648_01,2,7503001007649,LG1509
00071_04,1,7501384544683,2590914
