ID,CANTIDAD,CB,LOTE
02693_04,1,7502213040987,6C060
01922_01,5,7501109904143,FJZS900
01505_01,5,7502009740367,160786
02225_01,1,7501409201096,215399
02611_01,24,7502211784180,R1604783
02692_01,1,7502227870532,RVD004
02657_01,3,7501258207584,160846
02611_01,1,7502211784180,R15111152
