STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00015_01,2,891671002062,GQF066A
00665_02,4,7501672690085,746
02789_01,2,7501123013807,126718
00187_01,1,7501559604525,W43701
00292_09,2,7501573900337,SD1512
01263_01,2,7501303437003,XB30DCFA
00694_01,10,7501300408204,511588
00612_01,20,7501088607806,15J06P
01440_01,1,7501050631075,4LBTB059
00238_05,10,7501125135446,15N252
01505_01,10,7502009740367,154610
01143_01,4,7501326002912,1506117
01258_01,5,7501123011704,133152
02553_01,2,7501165006171,536684
00794_01,1,7501082212150,655249
02679_09,3,7502216791299,15J172
