id,cantidad,codigo de barras,lote
02193_01,20,7501033952784,57269mc
02193_01,10,7501033952784,57237mc
00037_01,2,7501089800060,15010133
00037_01,2,7501089800060,15030045
02833_01,4,7502211780397,r1509744
01248_01,9,736085280098,4013168
01248_01,1,736085280098,4012970
02772_01,15,7501258206723,151256
00657_21,9,7502240450636,150594
02914_01,5,8430308012658,1jp
00038_01,1,7501089800664,14010030
00038_01,1,7501089800664,14040110
00038_01,1,7501089800664,14100090
00038_01,2,7501089800664,14100088a
00038_01,5,7501089800664,15060075a
00038_01,6,7501089800664,15040054a
02242_01,1,7501314701766,s5g167
00114_01,4,7501057005732,aa9419
