id,cantidad,codigo de barras,lote
00659_01,2,7501201448088,F43772
02802_01,20,7501573900146,SE1428
01493_02,3,780083144814,15140794
02968_01,1,7501088504419,CH201
00804_01,6,7501082212167,c296303f
