STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02768_01,4,75017125,1409763
02552_01,6,7501165005563,10000681
00712_05,30,7501573900443,5D1626
00712_05,42,7501573900443,5D1626
01440_01,10,7501050631075,4LBTB050
00021_01,6,7501165001800,5MXA009
02557_02,18,7501033953354,5904NR
