id,cantidad,codigo de barras,lote
00810_01,8,7501871720675,75774
01820_01,3,7501070903572,S1504120
00512_01,60,7501287670311,l30146
00789_01,42,7501130713158,4501020
00810_01,1,7501871720675,75774
00675_01,9,7501328979564,4mxa004
00675_01,11,7501328979564,5MXA007
00700_01,2,780083140595,15140018
02853_01,10,780083141516,14341387
00252_01,20,7501298205021,M51470
00552_02,3,7502264950389,14344E0019
00456_01,20,7501326001144,K010532
02591_02,8,7501092793038,11116689
00657_01,100,7503003738510,150097
01479_01,20,7501349018273,U15J052
02863_01,6,7501287613516,Z375D
01341_01,30,7501250813530,50489
00483_01,10,7501165000179,4MXA005
00659_01,2,7501201448088,F43772
02591_02,20,7501092793038,11116689
00296_02,8,7501070615277,472ER902
00546_01,2,785120753349,5C745
00343_01,3,7501298234809,M50615
00343_01,1,7501298234809,M45978
00343_01,1,7501298234809,M45979
00343_01,1,7501298234809,M52439
01897_08,1,7501842900013,505033
01510_01,20,1200005200231,0517
02802_01,6,7501573900146,SD1434
02802_01,4,7501573900146,SE1428
02623_01,5,785120754094,5a182
02663_01,10,7501573900023,SB1555
00276_01,1,7501050611404,4ASEC006
00276_01,2,7501050611404,4ASEC002
02663_01,5,7501573900023,SB1555
00674_01,20,7501075713770,500315
02671_01,1,8430308010258,431261
00292_01,7,7501573934172,SB1510
00469_01,4,7501088507670,ADM377
02968_01,3,7501088504419,CH201
02656_01,2,7501250829876,40885
00680_01,5,7501094910457,P00245A
