STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00612_01,1,7501088607806,5L09L
01716_01,2,8020030053090,14830
02604_11,10,7501349021440,16Y388
02568_01,5,780083141578,16341008
02861_01,1,7501123013302,142685
01011_01,1,7501109901098,AE3946
00643_06,2,7503004908769,1509584
00264_01,2,7501033920325,61008MC
00327_01,15,7501122963028,6F0138
00620_01,10,891671002277,16G002
01029_01,1,7501123014743,6E+128
01431_03,6,7502009740664,162067
00102_01,10,7501088507502,AFE422
00376_05,3,7502009740657,160144
01024_01,2,7501109901609,AF2840
