id,cantidad,codigo de barras,lote
00168_01,5,7501050615112,LX6011X
00886_01,36,7501287660312,1501161A
00135_01,2,7502209290068,M160E01
01033_01 ,2,7501094913809,H7318
01493_02,3,780083144814,15140794
00815_01,1,7501094910556,T2427
,,,
