ID,CANTIDAD,CB,LOTE
00004_01,2,7501070902384,s1508546
00187_01,8,7501559604525,w43701
02648_01,12,7503001007649,la1623
02677_01,3,7501088607950,257153F
03001_01,7,7503007822345,FC70192
02999_01,2,7503007822321,FC70195
02414_01,2,7501088589478,4306000018
03000_01,8,7503007822338,FC70188
02726_09,8,75049645,15112507
00098_09,10,7503001007052,c6220
01375_01,2,7501303451559,53241a
00098_09,4,7502211788690,R1603592
00421_01,3,7501082208160,C51412E
02648_01,5,7503001007649,LA1623
00187_01,5,7501559604525,W43701
,,,
