STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
01098_01,6,7501471888393,128909
02711_01,9,7501298213569,M61673
02557_02,12,7501033953354,50072NR
00327_01,4,7501122963028,6F0138
02557_02,9,7501033953354,50072NR
00168_01,4,7501050615112,N160110
00810_01,10,7501871720675,77555
00337_01,4,7501033920356,61235mc1
01509_02,4,7502208891907,511661
01881_01,3,7502223112223,16AM29
01881_01,2,7502223112223,16AM29
00227_01,2,7501122960317,138716
02557_02,4,7501033953354,50072HR7
01854_01,1,7501842900341,611007
00128_04,2,7501349025073,I16A326
02694_01,2,7501349028999,K16Y330
