ID,CANTIDAD,CB,LOTE
00674_06,1,7501075718911,500616
00523_01,3,7501037950519,655415
02754_01,2,650240015366,5c109
00115_01,2,3499320001335,5022145
02634_01,10,780083139568,16142040
00866_01,9,7501043163637,c737027
01912_02,13,7502211780373,r1603589
00256_01,4,7501871720767,98553
00256_01,4,7501871720767,98553
00231_05,8,780083144296,16141039
02618_01,1,7502009741784,160172
00679_01,10,7501108712213,m57674
02736_01,3,7501088507472,16d26
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
00067_01,1,7.50E+12,139148
