STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
01024_01,1,7501109901609,AC7219
01079_01,2,7501314703111,S5D837
01238_01,1,7501043111959,UA0163
01238_01,1,7501043111959,UE0189
00128_04,5,7501349025073,115M675
00128_04,1,7501349025073,I15Y779
01820_01,4,7501070903572,S1601061
02579_1,5,7501165006386,5MXA012
02798_01,5,7501384503260,6481115
00527_01,2,7501088606403,15F16JA
00559_01,1,7502240450636,54C386
00847_01,6,7501559610908,IM033A
00847_01,5,7501559610908,LM035A
00896_01,1,7501672690542,4111831
