STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00937_01,5,7501298234908,M62202
02682_01,6,7502216792289,16C022
02811_04,2,7501349017122,K16Y373
00937_01,3,7501298234908,M62202
00666_01,1,7501088604058,259186F
00559_01,2,7501314704552,S6D256
00124_01,1,7501287678171,1601151A
02481_01,1,7501088559112,AFF30A
01440_05,20,780083148645,16141878
00131_04,6,7501573900535,SI1619
02659_01,7,7502227871416,RR053
02657_04 ,1,7502009745836,163219
00459_01,3,7501089809469,16060138
00186_01,2,7501037905588,507684
