id,cantidad,codigo de barras,lote
00371_01,4,785118752866,5D956
00282_01,6,7502216798120,14K210
00610_01,11,7501072340665,4H321NA
01341_01,3,7501250813530,50307
01488_01,3,7501043133548,1603400014
02593_01,20,7501349028210,N15A103
01730_01,1,7501314703227,S5B604
01730_01,5,7501314703227,S4D466
01550_01,4,748499100190,017921
00371_01,2,785118752866,5D956
02602_01,1,7502240450070,140470
00512_01,2,7501287670311,l30146
00754_01,1,7501201490797,87391
00528_01,4,4046222418601,474551
00165_01,10,7501094911126,K1078
00810_01,1,7501871720675,75531
01550_01,,748499100190,017921
02587_04,26,7501537100469,405345
00057_01,10,785118752521,5D1144
00416_01,2,008400000668,5C020
00836_02,18,7501109904334,AA1488
01510_01,6,1200005200231,516
