id,cantidad,codigo de barras,lote,
01503_01,4,7501825300120,272g,
02815_01,8,7502009742149,152030,
00296_02,7,7501070615277,472FR911,
00296_02,4,7501070615277,472HR929,
00296_02,4,7501070615277,472HR935,
00296_02,2,7501070615277,472FR909,
