STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00483_01,2,7501165000179,6MXA004
02593_01,28,7501349028210,N16Y076
01550_02,3,7502264950549,18911
00815_01,8,7501094910556,T6008
02679_01,2,7502227872246,RL089
00093_02,2,7501573904151,SA1624
02579_01,2,7501165006386,6MXA001
01550_02,2,7502264950549,18911
00793_07,1,7501250882024,3A224030
00343_01,3,7501298234809,m55321
00004_01,1,7501070902384,S1508546
00227_01,2,7501122960317,138720
00624_01,1,3499320001359,5058114
02711_01,5,7501298213569,M54850
00526_01,2,7501088606304,15J07A
