id,cantidad,codi,lote
01494_01,2,7501075718706,690065
00469_01,10,7501088507670,AED359
00965_01,5,7501326000888,1504561
02872_01,4,7501298204970,M50850
02591_02,16,7501092793038,11145786
00363_01,4,7501314702657,S5d784
00712_06,20,7501573900450,sb1569
00627_01,6,7501672600343,4040789
00191_01,10,7501299306468,K03188
00116_01,5,3499320001328,5021144
02773_01,1,7501075713718,440085
02832_02,5,7501188800909,99408
