STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00712_05,30,7501573900443,SD1626
00665_02,1,7501672690085,746
01482_01,4,7501471853315,128229
01505_01,2,7502009740367,154610
00282_01,3,7502216798120,15C091
02587_01,8,7501573900115,SA1603
00855_01,10,7501842900884,513005
02769_05,3,7502216798373,15M120
00377_01,10,7501258205092,160279
00021_01,6,7501165001800,5UXA009
00628_11,10,7502216790179,16A134
01499_01,10,7501258203586,160031
00294_06,13,7502216795044,16A322
02726_06,1,7503000997132,40907384
00437_01,2,7501672690177,334
01499_01,9,7501258203586,160031
00793_01,2,637420200804,160203
02557_02,3,7501033953354,59054NR3
00293_07,1,7502211788553,R1511150
01241_01,1,7501070635756,155
01431_03,2,7502009740664,161166
00712_05,42,7501573900443,SD1626
00722_01,25,7501095435027,AAE7425
00722_01,1,7501095435027,4G806191
01440_01,10,7501050631075,4LBTB059
