id,cantidad,codigo de barras,lote
00709_01,1,7502213142131,5358140302
01492_01,5,7501871720606,21480
00284_01,1,300093644045,AA00588
00538_01,2,300098416630,F3802R
00290_01,6,7501033953507,47018MCI
00679_01,8,7501108712213,L21130
00434_01,3,7501303436501,XB30ARDA
02635_01,6,7501287678034,1481020
00138_01,2,7501303443530,XB30BBF
01135_01,3,7501298216409,M35571
02961_01,2,7501303473117,WEK7AE
00138_01,1,7501303443530,XB30BBF
02468_01,3,3393370037385,F3662
00615_01,1,7501871720507,97439
