ID,CANTIDAD,CB,LOTE
02815_01,1,7502009742149,155301
01341_01,4,7501250813530,60123
01912_02,5,7502211780373,R1603589
00957_01,5,7501075715910,790105
02615_01,4,7502009741296,161671
02823_04,8,7502216790889,16A262
00523_01,3,7501037950519,655415
00231_05,5,780083144296,16141039
01492_01,12,7501871720606,22275
00330_01,3,7501825300946,923H
