id,cantidad,codigo de barras,lote
01452_01,30,7503001007250,t5576
00319_01,6,7501050611053,1503726
00754_01,3,7501201490797,89607
02625_01,9,7501075717150,360075
00274_01,2,7501033953002,32004MC
00274_01,12,7501033953002,47130MC1
02630_01,8,7501573900405,sg1521
00128_05,9,7501125191824,I14T492
00843_02,4,7501108762997,95005
02772_01,3,7501258206723,151256
00615_01,5,7501871720507,98040
02800_01,2,7501672602972,150
02800_01,2,7501672602972,5061074
02682_01,8,7502216792289,15k267
00038_01,4,7501089800664,15060075a
02754_01,12,650240015366,15a089
02608_01,23,7501836009661,15k049
02731_01,15,7501314702701,s5f989
