STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00011_01,1,7501092701019,11245499
02914_01,2,8430308012658,3K
00884_04,4,7501277092314,1794H16
00274_01,6,7501033953002,62274MC
00567_01,2,3499320001168,6079207
00327_01,1,7501122963028,162724
00093_02,6,7501573904151,SC1619
01241_01,5,7501070635756,157
01450_05,10,7501573900337,SC1622
00779_05,3,7501349028975,N16U127
00833_01,5,7502009744570,161391
00778_06,27,7501349024991,N16U115
00334_01,3,7502009740374,163305
02953_01,20,7502257270036,11245867
00327_01,2,7501122963028,162724
02659_01,7,7502227871416,RR056
00086_02,15,7502223555303,MXF16005
