ID,CANTIDAD,CB,LOTE
01003_02,13,7501070612856,058CS074
00069_01,6,7502223112452,16C023
00095_06,4,7503007704085,K003
01641_01,1,7502009744440,160972
01263_01,1,7501303437003,XB30DXBA
00501_01,5,7502003388053,5433
02612_02,4,7502211781905,R1602486
00165_01,4,7501094911126,K1198
00310_09,6,656599040868,161045
02658_03,1,7501258205474,151635
02780_02,2,7502240450230,160034
02618_01,14,7502009741784,160172
01754_01,10,7891106904353,MAOZCAF
00679_01,5,7501108712213,L96798
01497_13,2,7502254000339,s04282
01003_02,4,7501070612856,058CS074
02225_01,3,7501409201096,215399
00165_01,3,7501094911126,K1198
00069_01,2,7502223112452,16C023
02677_01,4,7501088607950,257153f
02741_01,2,7501303457513,54266c
02608_01,4,7501836009661,16c101
02618_01,5,7502009741784,160172
02568_01,2,780083141578,18340431
02281_01,3,7501098605755,72534
