STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
01897_11,30,7503004908776,1604110
01375_01,1,7501303451559,53241A
00021_01,1,7501165001800,5MXA009
00376_05,4,7502009740657,161333
01897_11,20,7503004908776,1604110
02847_01,10,7502211783787,R1512238
01180_01,12,7501082212228,C383399A
00047_01,10,7501142911306,5083854A
00377_01,20,7501258205092,160279
02627_01,5,7501075714173,670126
02591_02,2,7501092793038,11186833
02796_05,20,7502227874202,RRG009
00128_05,2,7501125191824,114T492
00360_01,2,7501043160735,9A5BR
02579_01,2,7501165006386,5MXA013
00369_01,10,7501573900375,SC1608
