id,cantidad,codigo de barras,lote
02649_01,6,7501293200335,15G0035
02618_01,3,7502009741784,151024
00208_01 ,22,7501050610674,1500722
00208_01 ,1,7501050610674,1505051
00680_01,4,7501094910457,R00660A
00680_01,1,7501094910457,R1200658A
00256_01,2,7501871720767,97750
00256_01,1,7501871720767,97654
00310_02 ,22,7502227871652,RMN207
00310_02 ,1,7502227871652,RMN205
00310_02 ,7,7502227871652,RMR178
00369_01 ,1,7501573900375,SB1507
00523_01,2,7501037950519,556647
