STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00169_01,5,7502208891891,603415
03070_01,10,7502009745577,162813
00657_10,3,7501842900983,606018
02789_01,4,7501123013807,153978
01854_01,1,7501842900341,611007
01510_01,4,1200005200231,517
02491_01,1,7501043160971,R78A
02491_01,1,7501043160971,R77Y
02784_01,2,7501752513204,16107
00966_01,3,7501082212198,657034
02875_01,2,7501471888089,129341
00707_01,3,7501349022201,I16J407
00896_03,3,7502211788928,R1603588
02880_14,30,7501471888621,135374
00802_01,15,7501098604116,PDKC
02965_01,1,301320005011,1601137
