STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00659_01,1,7501201448088,F49593
02692_01,11,7502227870532,RVD009
02768_01,5,75017125,1510854
02796_05,10,7502227874202,rrg017
01238_02,3,7501043111850,VH0126
01854_01,16,7501842900341,611007
00292_01,30,7501573934172,SG1608
02841_01,1,780083139575,16142189
02572_02,2,7502216796126,16H148
00502_01,5,7501298234601,M62753
02796_05,5,7502227874202,rrg017
00327_01,7,7501122963028,162729
02865_05,2,7501573900542,SE1618
01509_01,1,7503001007090,S6505
01258_01,2,7501123011704,177455
01854_01,7,7501842900341,611007
00360_01,1,7501043160735,r93u
