ID,CANTIDAD,CB,LOTE
01509_01,5,7503001007090,S6192
02945_02,1,7503001007076,s5562
01453_01,3,7501075713183,340035
00264_01,5,7501033920325,58012mc
02773_01,1,7501075713718,440046
02789_01,5,7501123013807,134773
02016_02,2,8054083005058,51073lx01
01881_01,10,7502223112223,16am29
00376_05,20,7502009740657,161356
00231_05,7,780083144296,16141039
00545_01,5,7501573921264,sk1452
00545_01,2,7501573921264,sl1504
01889_01,5,7501644700040,15m618
01453_01,1,7501075713183,340164
00376_05,19,7502009740657,161356
00024_01,4,7503001007069,s6242
00069_01,15,7502223112452,16C023
01874_01,5,7501573903260,LD1610
00256_01,6,7501871720767,98550
01641_01,10,7502009744440,151911
00055_01,10,7502211780359,r1603685
01437_04,2,7502222840301,17715
00624_01,5,3499320001359,5058113
01754_01,33,7891106904353,bb10jf4
01855_02,2,7501258205733,160416
00024_01,2,7503001007069,s6242
02875_01,4,7501471888089,128382
02802_01,10,7501573900146,sa1631
01262_01,8,7501314705542,s6a802
02802_01,10,7501573900146,sa1631
03001_01,3,7503007822345,fc70192
02414_01,1,7501088589478,4300000018
01506_01,2,008400000170,51027
02965_01,3,301320005011,1601137
01483_01,2,7501672602958,183
00276_01,5,7501050611404,1505904
00261_01,3,300093116016,104872
00238_01,10,7501349020023,B16M296
02023_01,1,7501088507755,681
02615_01,1,7502009741296,161668
01922_01,1,7501109904143,FHZT00
00256_01,12,7501871720767,98550
00002_03,2,7502009744891,160069
01453_01,1,7501075713183,340045
