STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00111_01,2,7501089804099,15090161
01730_01,1,7501314703227,55L694
02689_01,10,7501088504532,R1265
00337_01,2,7501033920356,58278MC
00641_01,6,7501089810205,15070045
