STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00120_01,1,7501043110853,15B002
00120_01,1,7501043110853,15G003
01304_01,27,7501092779278,11189983
02193_01,1,7501033952784,58219MC
02504_01,1,7501125141379,L15U013
02587_01,2,7501573900115,SK1502
02602_05,15,7501573904847,SL1557
02621_09,1,780083146863,16140402
,1,780083146863,15141265
02682_04,1,7502216796331,15K192
02797_01,1,7501537102197,6020351
02880_01,15,7502226290102,1508033
00292_09,16,7502216802919,168187
00034_02,8,7730979095907,22189
00463_01,2,7502001165151,15061183
00052_01,29,7501446000553,160141
00623_01,1,7501871730315,98604
00778_01,3,7502009744433,152071
00847_01,4,7501559610908,LM035A
00976_01,4,656599041216,151319
