ID,CANTIDAD,CB,LOTE
00069_01,6,7502223112452,16dp07
00759_01,1,7501277060030,0944D014
00501_01,2,7502003388053,6431
00418_01,1,7501289511261,16hg027
01641_01,5,7502009744440,151956
00418_01,1,7501289511261,15hg088
00069_01,7,7502223112452,16DP07
01885_01,1,7502211788355,R1607115
02697_01,1,736085904727,4015192
,,,
01263_01,1,7501303437003,XB30DXBA
00258_01,3,7501165006683,6MXA008
00899_01,10,7703331157506,61382A
00256_01,2,7501871720767,98697
01263_01,1,7501303437003,XB30DXBA
00501_01,1,7502003388053,6431
00258_01,3,7501165006683,6MXA008
00899_01,9,7703331157506,61382A
02876_01,10,7502213040031,5G179
00449_01,3,7501406829002,C776968
,,,
