id,cantidad,codigo de barras,lote
03001_01,2,7503007822345,EC70088
00665_02,8,7501672690085,5010054
01555_01,4,300090050139,Z596C
01855_02,1,7501258205733,132262
01011_01,2,7501109901098,UCE213
00290_01,6,7501033953507,43087MC1
02623_01,10,785120754094,5A182
00735_01,4,7501050693806,5KTLDA4002
02770_03,12,7503003134930,1312181
01135_01,3,7501298216409,M42430
01069_01,2,9300670132188,HH0142
00443_04,10,7501573920182,SC1541
02611_01,15,7502211784180,R1505015
00467_01,4,785118752347,5B381
,,,
,,,
