STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
01497_13,2,7502254000339,S04279
02802_01,15,7501573900146,5h1639
00726_01,1,7501089804013,16070002
02019_01,1,8717405012423,60390346HA
