STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02557_02,8,7501033953354,60145NR
01094_01,2,7501092778226,11217363
01716_01,3,8020030053090,14830
00836_01,2,7501124763022,1508431
01880_01,2,7501349020856,A16Y590
02953_01,8,7502257270036,11178837
02023_01,2,7501088507755,703
00469_01,12,7501088507670,AFC315
02726_08,2,7501125103599,C16Y760
02281_01,5,7501098605755,72225
02557_02,3,7501033953354,60145NR
00337_01,2,7501033920356,61235MC1
01075_01,18,7501092773511,11221014
02601_01,1,7501109904792,AE4056
02601_01,4,7501109904792,AE5457
00026_01,11,7501123012107,6A0006
01304_01,9,7501092779278,11218836
02801_01,2,7502216792197,16D011
01552_01,7,3499320001946,5074148
02367_01,2,7501384503215,5530416
02281_01,2,7501098605755,72559
02627_01,10,7501075714173,670166
00938_01,2,7501298234700,M61620
02671_01,4,8430308010258,547361
00261_01,4,300093116016,104872
00700_01,8,780083140595,16142106
02281_01,2,7501098605755,72559
