STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00009_01,3,7501871720446,97977
00613_01,2,7501088605857,15J14CC
00023_01,1,7502003380538,5657
00528_01,1,4046222418601,472735
00528_01,1,4046222418601,477214
02576_01,4,7501871720552,98373
02657_03,1,7501123001040,128540
02843_01,1,7502227870716,RVY002
00778_01,10,7502009744433,152071
01432_03,3,7502211781479,R1509641
02953_01,10,7502257270036,11178836
02591_02,2,7501092793038,11185255
00546_04,5,7501563310399,601370
03009_01,3,7501092774730,319243
02657_03,2,7503001007199,T5781
