ID,CANTIDAD,CB,LOTE
02786_01,20,300055501638,N54366
02905_01,2,7501108767893,m96754
01509_02,8,7502208891907,511775
00031_01,16,7501088509810,aff422
00779_01,20,7502009744976,160522
01795_01,6,7502209290075,1500255
01262_01,10,7501314705542,s6d279
02569_01,1,7502227870150,rrl093
00323_02,3,7501825301875,309j
00120_01,1,7501043110853,16c001
02693_04,6,7502213040987,6B033
00885_01,12,7501258205870,160461
00884_01,6,7502227872123,RRC053
01011_01,5,7501109901098,AE7588
02845_01,10,7502009743856,160950
00002_03,4,7502009744891,152600
02578_01,6,7501871721160,78562
01724_01,3,7502009744587,154910
01555_01,4,300090050139,199cd
02564_06,3,7502226292175,416040
02711_01,10,7501298213569,m61673
02786_01,10,300055501638,n54366
00023_06,10,7502006922759,6C348
02846_01,4,7503003134701,1603784
02225_01,5,7501409201096,236404
01003_02,10,7501070612856,058cs075
