ID,CANTIDAD,CB,LOTE
00280_01,3,7501258200028,160447
02789_01,4,7501123013807,153976
00620_01,2,891671002277,16G042
02945_02,1,7503001007076,S6249
02945_02,9,7503001007076,S5562
00592_03,2,7501384503048,2120815
00135_01,4,7502209290068,1500106
00833_01,5,7502009744570,161319
,,,
