id,cantidad,codigo de barras,lote
00483_01,18,7501165000179,5MXA010
00379_01,1,736085401226,4013098
00680_01,2,7501094910457,R00065A
00833_01,11,7502009744570,152730
00273_01,7,7501349028982,B15U689
00515_01,2,7501573900283,SF1549
00546_01,2,785120753349,5F1571
02797_01,30,7501537102197,5082176
02649_01,2,7501293200335,15D0196
00680_01,1,7501094910457,R00065A
01241_01,9,7501070635756,145
00361_01,4,7501573900191,SC1542
00295_04,4,7501125132537,B15Y457
02885_12,7,7502261160385,50338
02885_01,10,7501573900955,SF1509
02678_01,20,7501842900099,501022
