STOCK ID ,CANTIDAD,codigo de barras,Lote
02016_01,2,7501033953279,38469LX06
01211_01,1,750300782454,ES6P133
02919_01,4,7501165006331,5F1870B
00779_01,10,7502009744976,152154
01641_01,20,7502009744440,151956
02007_01,1,7501037900521,557953
02899_01,1,7501108767923,L92664
01754_01,10,7891106904353,BB10HVA
