STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00177_01,1,7501573921479,SH1532
01820_01,1,7501070903572,S1601061
00189_01,1,7501250812519,51060
02737_01,1,7502213011106,5J254
02798_01,1,7501384503260,6481115
00434_01,1,7501303436501,XB30B9NB
00680_01,1,7501094910457,R019088
00775_01,1,7501088505485,AEJ723
00775_01,1,7501088505485,AEJ724
00098_09,2,7503001007052,C5668
02621_08,3,7502225092479,L16800268
00009_01,2,7501871720446,97976
00009_01,1,7501871720446,97977
01241_01,4,7501070635756,155
02193_01,4,7501033952784,58219MC
00610_01,1,7501072340665,5H179NC
00610_01,3,7501072340665,SH179NC
01377_01,5,7501165001619,5F101A
02786_01,5,300055501638,M69000
00613_01,5,7501088605851,15J14CC
00623_01,6,7501871730315,98604
00886_01,6,7501287660312,1502251A
01432_01,7,7502211781479,R1507381
00510_01,7,7501390911226,509269
02604_03,8,7501125102370,15T211
00377_01,8,7501258205092,160279
01510_03,10,7503001007113,C5556
02754_01,5,650210015366,15J125
02754_01,7,650240015366,5C109
02801_01,10,7501672602972,16A025
02953_01,10,7502257270036,11178838
02953_01,9,7502257270036,11163215
