STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00567_01,1,3499320001168,5079111
00657_21,12,7502240450636,150495
03029_01,1,7501098610049,72116
01238_01,1,7501043111959,UM0257
02671_01,2,8430308010258,535351
01782_02,2,7501098606103,200035F00
00062_01,3,7501037901030,503189
00810_01,20,7501871720675,77555
01029_01,3,7501123014743,5K0126
00628_11,5,7502216790179,16A134
00021_01,2,7501165001800,5MXA009
02607_05,1,780083141585,16140212
02627_01,5,7501075714173,670126
