STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02953_01,3,7502257270036,11178838
02953_01,19,7502257270036,11178837
00526_01,3,7501088606304,16A14E
00527_01,10,7501088606403,16F22FA
00502_01,30,7501298234601,M62198
00674_08,2,7501277060061,1470G16
02698_01,1,7501109901616,AE8047
00694_01,2,7501300408204,603143
01024_01,2,7501109901609,AF2840
02863_01,4,7501287613516,176BB
02796_05,25,7502227874202,RRG013
00330_01,3,7501825300946,490J
00085_01,4,7503001007298,C5696
02796_05,10,7502227874202,9RG013
00659_01,5,7501201448088,F49593
