STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02139_01,1,7501125131011,A15A608
00523_01,1,7501037950519,558410
00061_01,1,736085400984,4013557
02798_01,2,7501384503260,470114
01258_01,2,7501123011704,129814
01143_01,2,7501326002912,1506117
00798_01,2,7501109904457,AE2136
00294_06,2,7502216795044,15F120
00327_01,1,7501122963028,6A0003
00327_01,3,7501122963028,630032
01079_01,4,7501314703111,s5d837
01079_01,1,7501314703111,S41960
00861_04,5,7502247372238,L1500270
02847_01,7,7502211783787,R1502411
02726_08,2,7501125103599,C14D716
02726_08,4,7501125103599,C15U144
02726_08,1,7501125103599,C15U143
02608_01,8,7501836009661,16B022
00674_06,8,7501075718911,500176
00098_09,9,7503001007052,C5778
02621_08,11,7502225092479,L1680268
