ID,CANTIDAD,CB,LOTE
00965_01,53,7501326000888,1506616
02798_01,3,7501384503260,470114
00327_01,17,7501122963028,6A003
01024_01,2,7501109901609,AC2585
00128_03,1,7501349015074,I15Y779
01310_01,3,7503006698323,26OCT15/17
