STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02694_06,10,7502227872185,RT032
02726_04,2,7502222840349,10915
02823_04,2,7502216790889,16A262
00833_01,15,7502009744570,161116
02591_02,2,7501092793038,11181271
01820_01,2,7501070903572,S1601061
02592_01,2,7501043149921,L5012
00657_10,9,7501842900983,606003
00098_09,2,7503001007052,C6201
00327_01,10,7501122963028,6B0045
00694_01,2,7501300408204,508463
00694_01,4,7501300408204,511588
02840_01,6,7501188801227,127125
00965_01,10,7501326000888,L046629
00062_01,1,7501037901030,503189
01011_01,1,7501109901098,AE0489
01011_01,1,7501109901098,AC7830
