STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02872_02,1,7501125101069,n16g0747
02872_01,1,7501298204970,M62405
02876_01,2,7502213040031,6D090
02731_01,1,7501314702701,S5K583
01490_05,2,7501537102388,6091926
02769_04,13,7501825300601,499J
01716_01,5,8020030053090,15173
02573_01,1,7501287621009,1503711B
01897_13,3,7501125167232,U16G066
00886_02,15,7502010580082,QI095
01885_01,1,7502211788355,R1607115
01897_13,5,7501125167232,U16G066
00759_01,1,7501277060030,0944D14
00687_01,10,7501349011175,116G535
01003_02,14,7501070612856,050FS077V
02664_01,1,7503003738879,160580
01450_01,1,7501573900344,SC1623
01452_01,2,7503001007250,T6490
00789_02,4,7501075717686,540076
01852_01,1,7502009740497,163758
