STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
01238_01,1,7501043111959,UM0257
02608_01,1,7501836009661,16B022
000261_01,1,300093116016,L10137
02698_01,1,7501109901616,AA9550
00527_01,1,7501088606403,15F16JA
00623_01,1,7501871730315,98604
00836_04,1,7841141003436,59588
01920_01,2,7502001169289,15061228
02726_08,2,7501125103599,C15U143
02591_02,3,7501092793038,11159160
02801_01,3,7502216792197,15F182
03014_01,3,7502005861028,1308085
00045_02,3,7502247372498,L15H1011
00045_07,1,7502247374256,L15A0044
00093_02,6,7501573904151,SK1524
02682_04,8,7502216796331,15K192
00463_01,9,7502001165151,15061183
00657_21,17,7502240450636,150495
